accession_id,assembly,level,biosample,strain,taxonomy,taxid,coverage,platform,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count
GCA_003477905.1,Scaffold,QUEF00000000,SAMN09734596,AF33-11BH,Ruminococcus sp. AF33-11BH,2293176,100x,Illumina Hiseq,3883533,13,0,0,62,184308,9,79574,51767,75,184308,9,150,0,62,62
GCA_003460545.1,Scaffold,QTVK00000000,SAMN09734609,AF34-12,Ruminococcus sp. AF34-12,2293177,100x,Illumina Hiseq,2938240,9,0,0,70,123571,8,54511,26730,79,111272,9,104,0,70,70
GCA_003460465.1,Scaffold,QTVE00000000,SAMN09734662,AF37-20,Ruminococcus sp. AF37-20,2293178,100x,Illumina Hiseq,2873186,34,0,0,59,146816,7,53405,21912,93,136471,8,689,0,59,59
GCA_003460445.1,Scaffold,QTVD00000000,SAMN09734664,AF37-3AC,Ruminococcus sp. AF37-3AC,2293179,100x,Illumina Hiseq,2306537,10,0,0,43,197212,4,117538,70313,53,148440,5,237,0,43,43
GCA_003474665.1,Scaffold,QROR00000000,SAMN09734669,AF37-6AT,Ruminococcus sp. AF37-6AT,2292068,100x,Illumina Hiseq,4090449,63,0,0,93,118440,12,75849,38703,156,97895,14,1144,0,93,93
GCA_003477525.1,Scaffold,QUDO00000000,SAMN09734696,AF41-9,Ruminococcus sp. AF41-9,2292069,100x,IonProton,4347292,1,0,0,167,66465,20,32624,18706,168,66465,20,100,0,167,167
GCA_003435865.1,Contig,QTVC00000000,SAMN09734697,AF42-10,Ruminococcus sp. AF42-10,2293180,100x,IonProton,2405728,0,0,0,,,,,,52,207384,5,0,0,52,52
GCA_003477585.1,Contig,QUDM00000000,SAMN09734708,AF42-9BH,Ruminococcus sp. AF42-9BH,2292070,100x,IonProton,4722926,0,0,0,,,,,,327,44285,35,0,0,327,327
GCA_003435955.1,Scaffold,QTVA00000000,SAMN09734710,AF43-11,Ruminococcus sp. AF43-11,2293181,100x,IonProton,2267670,1,0,0,100,100104,8,40001,16521,101,100104,8,172,0,100,100
GCA_003477475.1,Scaffold,QUDK00000000,SAMN09734720,AF45-4BH,Ruminococcus sp. AF45-4BH,2292071,100x,IonProton,3507568,1,0,0,105,75630,10,41726,21357,106,75630,10,661,0,105,105
GCA_003474435.1,Contig,QRNF00000000,SAMN09734721,AF46-10NS,Ruminococcus sp. AF46-10NS,2292072,100x,IonProton,3676052,0,0,0,,,,,,144,71791,17,0,0,144,144
GCA_003473325.1,Scaffold,QRMT00000000,SAMN09734745,AM07-21,Ruminococcus sp. AM07-21,2292073,100x,Illumina Hiseq,4199281,46,0,0,99,120416,13,72284,26442,145,115377,15,1593,0,99,99
GCA_003435835.1,Scaffold,QTUX00000000,SAMN09734753,AM09-18-1,Ruminococcus sp. AM09-18-1,2293182,100x,Illumina Hiseq,3401020,19,0,0,55,209880,6,99334,34024,74,164919,7,237,0,55,55
GCA_003473905.1,Scaffold,QUDA00000000,SAMN09734788,AM12-48,Ruminococcus sp. AM12-48,2293183,100x,Illumina Hiseq,4148882,38,0,0,87,136039,11,76352,28836,125,96578,14,579,0,87,87
GCA_003435635.1,Scaffold,QTUR00000000,SAMN09734834,AM16-34,Ruminococcus sp. AM16-34,2293184,100x,Illumina Hiseq,3017343,9,0,0,40,156936,6,120203,64925,49,134088,7,90,0,40,40
GCA_003473785.1,Scaffold,QUCS00000000,SAMN09734864,AM18-15,Ruminococcus sp. AM18-15,2293185,100x,Illumina Hiseq,3990815,49,0,0,106,89148,13,51729,27957,155,85991,14,645,0,106,106
GCA_003473745.1,Scaffold,QUCP00000000,SAMN09734872,AM18-44,Ruminococcus sp. AM18-44,2293186,100x,Illumina Hiseq,4172874,80,0,0,119,89120,13,45796,25817,199,83102,18,803,0,119,119
GCA_003471165.1,Scaffold,QRIL00000000,SAMN09734900,AM22-13,Ruminococcus sp. AM22-13,2292074,100x,Illumina Hiseq,4072643,20,0,0,76,114048,11,64096,39719,96,103475,13,356,0,76,76
GCA_003435735.1,Scaffold,QTUP00000000,SAMN09734903,AM22-14LB,Ruminococcus sp. AM22-14LB,2293187,100x,Illumina Hiseq,3197829,6,0,0,50,135106,8,80666,41758,56,110157,10,60,0,50,50
GCA_003473695.1,Scaffold,QUCJ00000000,SAMN09734920,AM23-1,Ruminococcus sp. AM23-1,2293188,100x,Illumina Hiseq,3443835,9,0,0,40,166896,7,114735,61617,49,166896,7,288,0,40,40
GCA_003473495.1,Scaffold,QUCI00000000,SAMN09736282,AM23-1LB,Ruminococcus sp. AM23-1LB,2293189,100x,Illumina Hiseq,4066150,44,0,0,70,154743,10,101917,36739,114,148176,12,1023,0,70,70
GCA_003480785.1,Scaffold,QUJX00000000,SAMN09736328,AM26-12LB,Ruminococcus sp. AM26-12LB,2293190,100x,Illumina Hiseq,3546648,25,0,0,50,164624,9,122484,63813,75,142897,10,274,0,50,50
GCA_003462235.1,Scaffold,QTYQ00000000,SAMN09736342,AM27-11LB,Ruminococcus sp. AM27-11LB,2293191,100x,Illumina Hiseq,3112037,8,0,0,29,270482,5,184123,86052,37,222270,5,92,0,29,29
GCA_003480765.1,Scaffold,QUJV00000000,SAMN09736345,AM27-16,Ruminococcus sp. AM27-16,2293192,100x,Illumina Hiseq,4215515,28,0,0,76,145932,9,75106,36967,104,103896,11,376,0,76,76
GCA_003462225.1,Scaffold,QTYP00000000,SAMN09736353,AM27-27,Ruminococcus sp. AM27-27,2293193,100x,Illumina Hiseq,3112119,11,0,0,24,350400,4,198374,86465,35,229948,6,110,0,24,24
GCA_003462205.1,Scaffold,QTYO00000000,SAMN09736367,AM28-13,Ruminococcus sp. AM28-13,2293194,100x,Illumina Hiseq,2972064,20,0,0,63,129432,8,65220,23361,83,112625,10,225,0,63,63
GCA_003462185.1,Scaffold,QTYN00000000,SAMN09736379,AM28-29LB,Ruminococcus sp. AM28-29LB,2293195,100x,IonProton,2338424,2,0,0,35,146829,6,110942,49607,37,138383,6,567,0,35,35
GCA_003480605.1,Scaffold,QUJJ00000000,SAMN09736382,AM28-41,Ruminococcus sp. AM28-41,2292369,100x,Illumina Hiseq,4297211,69,0,0,89,99600,14,61201,35722,158,77659,20,1440,0,89,89
GCA_003462135.1,Scaffold,QTYL00000000,SAMN09736386,AM29-1,Ruminococcus sp. AM29-1,2293196,100x,Illumina Hiseq,3243698,15,0,0,46,140348,6,90919,50413,61,134042,7,150,0,46,46
GCA_003462125.1,Scaffold,QTYK00000000,SAMN09736389,AM29-10LB,Ruminococcus sp. AM29-10LB,2293197,100x,Illumina Hiseq,3233400,10,0,0,52,141957,8,93930,37677,62,135328,8,127,0,52,52
GCA_003480505.1,Scaffold,QUJH00000000,SAMN09736393,AM29-12LB,Ruminococcus sp. AM29-12LB,2293198,100x,Illumina Hiseq,4082344,46,0,0,152,58186,23,37783,19566,198,53336,26,568,0,152,152
GCA_003462105.1,Scaffold,QTYJ00000000,SAMN09736396,AM29-19LB,Ruminococcus sp. AM29-19LB,2293199,100x,Illumina Hiseq,3243621,12,0,0,48,140342,8,108258,45327,60,133712,8,120,0,48,48
GCA_003462085.1,Scaffold,QTYI00000000,SAMN09736398,AM29-1LB,Ruminococcus sp. AM29-1LB,2293200,100x,Illumina Hiseq,3234926,26,0,0,49,187967,6,93930,45291,75,148021,6,260,0,49,49
GCA_003480495.1,Scaffold,QUJE00000000,SAMN09736402,AM29-26,Ruminococcus sp. AM29-26,2292370,100x,Illumina Hiseq,4196899,73,0,0,123,118014,12,58100,26818,196,94455,15,859,0,123,123
GCA_003462065.1,Scaffold,QTYH00000000,SAMN09736406,AM29-5AC,Ruminococcus sp. AM29-5AC,2293201,100x,Illumina Hiseq,3242945,13,0,0,43,188206,6,100439,64203,56,183456,7,161,0,43,43
GCA_003468945.1,Scaffold,QSJR00000000,SAMN09736410,AM30-15AC,Ruminococcus sp. AM30-15AC,2292371,100x,Illumina Hiseq,4025929,58,0,0,95,113526,10,71390,26478,153,105798,12,1255,0,95,95
GCA_003462045.1,Contig,QTYG00000000,SAMN09736427,AM31-15AC,Ruminococcus sp. AM31-15AC,2293202,100x,IonProton,2934511,0,0,0,,,,,,140,49816,18,0,0,140,140
GCA_003462025.1,Scaffold,QTYF00000000,SAMN09736431,AM31-32,Ruminococcus sp. AM31-32,2293203,100x,Illumina Hiseq,2263729,14,0,0,19,356319,3,131841,77796,33,242000,4,531,0,19,19
GCA_003480375.1,Scaffold,QUIY00000000,SAMN09736439,AM32-17LB,Ruminococcus sp. AM32-17LB,2293204,100x,Illumina Hiseq,3983170,78,0,0,100,128536,12,72064,28694,178,83461,16,20859,0,100,100
GCA_003462005.1,Scaffold,QTYE00000000,SAMN09736449,AM33-14,Ruminococcus sp. AM33-14,2293205,100x,Illumina Hiseq,3194691,44,0,0,69,119817,8,80494,33962,113,104675,10,1078,0,69,69
GCA_003461985.1,Scaffold,QTYD00000000,SAMN09736458,AM34-10LB,Ruminococcus sp. AM34-10LB,2293206,100x,Illumina Hiseq,2193270,4,0,0,12,422357,2,228152,205335,16,228152,3,40,0,12,12
GCA_003480305.1,Scaffold,QUIT00000000,SAMN09736470,AM34-9LB,Ruminococcus sp. AM34-9LB,2293207,100x,Illumina Hiseq,4038829,71,0,0,82,128049,12,62603,30896,153,79405,17,1277,0,82,82
GCA_003480205.1,Scaffold,QUIS00000000,SAMN09736476,AM36-17,Ruminococcus sp. AM36-17,2293208,100x,Illumina Hiseq,4459680,35,0,0,86,119606,14,65820,34475,121,108676,14,420,0,86,86
GCA_003461945.1,Scaffold,QTYC00000000,SAMN09736477,AM36-18,Ruminococcus sp. AM36-18,2293209,100x,Illumina Hiseq,2246723,3,0,0,6,1197962,1,291500,194105,9,1197962,1,30,0,6,6
GCA_003461955.1,Scaffold,QTYB00000000,SAMN09736480,AM36-2AA,Ruminococcus sp. AM36-2AA,2293210,100x,Illumina Hiseq,3713330,18,0,0,40,215175,7,152144,64073,58,152144,9,579,0,40,40
GCA_003461925.1,Scaffold,QTYA00000000,SAMN09736485,AM36-5,Ruminococcus sp. AM36-5,2293211,100x,Illumina Hiseq,3713821,20,0,0,37,215271,7,152195,66501,57,154435,7,930,0,37,37
GCA_003480185.1,Scaffold,QUIR00000000,SAMN09736518,AM40-10AC,Ruminococcus sp. AM40-10AC,2293212,100x,Illumina Hiseq,4589847,31,0,0,99,90249,13,54731,33878,130,84843,13,539,0,99,99
GCA_003461885.1,Scaffold,QTXY00000000,SAMN09736528,AM41-10BH,Ruminococcus sp. AM41-10BH,2293213,100x,Illumina Hiseq,3589673,7,0,0,41,200218,7,111980,64738,48,200218,7,225,0,41,41
GCA_003461855.1,Scaffold,QTXX00000000,SAMN09736532,AM41-2AC,Ruminococcus sp. AM41-2AC,2293214,100x,Illumina Hiseq,3305917,15,0,0,47,209217,5,86681,46863,62,177815,6,150,0,47,47
GCA_003480285.1,Scaffold,QUIP00000000,SAMN09736537,AM42-10AC,Ruminococcus sp. AM42-10AC,2293215,100x,Illumina Hiseq,4249131,19,0,0,65,139560,10,93001,44406,84,123237,11,219,0,65,65
GCA_003480145.1,Contig,QUIO00000000,SAMN09736538,AM42-11,Ruminococcus sp. AM42-11,2292372,100x,IonProton,4698861,0,0,0,,,,,,106,99311,16,0,0,106,106
GCA_003461785.1,Scaffold,QTXU00000000,SAMN09736572,AM43-6,Ruminococcus sp. AM43-6,2293216,100x,Illumina Hiseq,3128668,22,0,0,95,89486,9,49098,20589,117,88815,10,514,0,95,95
GCA_003480035.1,Contig,QUIG00000000,SAMN09736586,AM44-9AT,Ruminococcus sp. AM44-9AT,2293217,100x,IonProton,4051812,0,0,0,,,,,,177,61544,21,0,0,177,177
GCA_003479965.1,Scaffold,QUIF00000000,SAMN09736587,AM45-2,Ruminococcus sp. AM45-2,2293218,100x,IonProton,4573344,1,0,0,136,79036,16,49939,26840,137,79036,16,355,0,136,136
GCA_003479895.1,Scaffold,QUID00000000,SAMN09736589,AM45-9BH,Ruminococcus sp. AM45-9BH,2293219,100x,IonProton,4553858,1,0,0,144,77036,16,52320,25787,145,77036,16,355,0,144,144
GCA_003479915.1,Contig,QUIC00000000,SAMN09736592,AM46-18,Ruminococcus sp. AM46-18,2293220,100x,IonProton,4726865,0,0,0,,,,,,204,57883,22,0,0,204,204
GCA_003461775.1,Scaffold,QTXT00000000,SAMN09736598,AM47-2BH,Ruminococcus sp. AM47-2BH,2293221,100x,IonProton,2695466,1,0,0,70,93059,10,43502,20880,71,93059,10,180,0,70,70
GCA_003460825.1,Contig,QTVX00000000,SAMN09736611,AM49-10BH,Ruminococcus sp. AM49-10BH,2293222,100x,IonProton,3299535,0,0,0,,,,,,109,98847,10,0,0,109,109
GCA_003460775.1,Contig,QTVW00000000,SAMN09736617,AM49-8,Ruminococcus sp. AM49-8,2293223,100x,IonProton,3297384,0,0,0,,,,,,108,81767,12,0,0,108,108
GCA_003478325.1,Scaffold,QUFA00000000,SAMN09736621,AM50-15BH,Ruminococcus sp. AM50-15BH,2293224,100x,IonProton,4126321,3,0,0,155,83677,18,52664,22560,158,75292,19,1789,0,155,155
GCA_003478265.1,Scaffold,QUEX00000000,SAMN09736633,AM54-14NS,Ruminococcus sp. AM54-14NS,2293225,100x,IonProton,4060909,1,0,0,131,86405,15,55907,17967,132,82485,16,523,0,131,131
GCA_003460765.1,Contig,QTVV00000000,SAMN09736636,AM54-1NS,Ruminococcus sp. AM54-1NS,2293226,100x,IonProton,3094761,0,0,0,,,,,,100,76540,11,0,0,100,100
GCA_003460725.1,Contig,QTVT00000000,SAMN09736646,AM57-5,Ruminococcus sp. AM57-5,2293227,100x,IonProton,3224956,0,0,0,,,,,,94,85545,10,0,0,94,94
GCA_003464025.1,Contig,QSDN00000000,SAMN09736651,AM58-7XD,Ruminococcus sp. AM58-7XD,2292373,100x,IonProton,4202004,0,0,0,,,,,,334,29951,42,0,0,334,334
GCA_003478065.1,Scaffold,QUEQ00000000,SAMN09736682,OF02-6,Ruminococcus sp. OF02-6,2293228,100x,Illumina Hiseq,4153048,21,0,0,61,144770,11,104589,57924,82,111853,11,534,0,61,61
GCA_003460665.1,Contig,QTVQ00000000,SAMN09736699,OF03-6AA,Ruminococcus sp. OF03-6AA,2293229,100x,IonProton,3761957,0,0,0,,,,,,122,74883,18,0,0,122,122
GCA_003462665.1,Scaffold,QTZL00000000,SAMN09736720,OF05-2BH,Ruminococcus sp. OF05-2BH,2293230,100x,Illumina Hiseq,3613457,7,0,0,38,169995,8,114362,84264,45,169995,8,80,0,38,38
GCA_003603885.1,Scaffold,QVHO00000000,SAMN09736751,OM02-16LB,Ruminococcus sp. OM02-16LB,2302958,100x,Illumina Hiseq,4043251,43,0,0,129,79649,17,52766,19508,172,71694,19,693,0,129,129
GCA_003462585.1,Contig,QTZH00000000,SAMN09736786,OM04-4AA,Ruminococcus sp. OM04-4AA,2293231,100x,IonProton,3313141,0,0,0,,,,,,181,52392,19,0,0,181,181
GCA_003481655.1,Scaffold,QULK00000000,SAMN09736793,OM05-10BH,Ruminococcus sp. OM05-10BH,2292374,100x,Illumina Hiseq,3837179,11,0,0,67,122641,11,75198,38945,78,115645,12,110,0,67,67
GCA_003481625.1,Scaffold,QULG00000000,SAMN09736808,OM05-7,Ruminococcus sp. OM05-7,2293232,100x,Illumina Hiseq,4278018,42,0,0,107,99250,14,58561,32876,149,90622,15,447,0,107,107
GCA_003438725.1,Scaffold,QSTT00000000,SAMN09736826,OM06-36AC,Ruminococcus sp. OM06-36AC,2292375,100x,Illumina Hiseq,2957724,23,0,0,85,149508,5,69112,23319,108,126728,6,230,0,85,85
GCA_003462525.1,Scaffold,QTZE00000000,SAMN09736834,OM07-17,Ruminococcus sp. OM07-17,2293233,100x,Illumina Hiseq,2907482,6,0,0,42,218870,5,126012,93440,48,218870,5,60,0,42,42
GCA_003462505.1,Scaffold,QTZD00000000,SAMN09736840,OM07-7,Ruminococcus sp. OM07-7,2293234,100x,Illumina Hiseq,3445660,13,0,0,53,186697,7,94266,38255,66,185857,7,272,0,53,53
GCA_003462465.1,Scaffold,QTZB00000000,SAMN09736849,OM08-13AT,Ruminococcus sp. OM08-13AT,2293235,100x,Illumina Hiseq,3562642,7,0,0,37,170159,7,118056,84298,44,170159,7,70,0,37,37
GCA_003481515.1,Scaffold,QUKU00000000,SAMN09736861,OM08-7,Ruminococcus sp. OM08-7,2292376,100x,Illumina Hiseq,4707177,20,0,0,95,112881,14,73170,32349,115,104646,15,227,0,95,95
GCA_003462425.1,Scaffold,QTYZ00000000,SAMN09736862,OM08-9BH,Ruminococcus sp. OM08-9BH,2293236,100x,Illumina Hiseq,3897286,22,0,0,49,162003,9,96542,64318,71,146074,10,449,0,49,49
GCA_003481285.1,Contig,QUKR00000000,SAMN09736892,TF06-23,Ruminococcus sp. TF06-23,2293237,100x,IonProton,3897033,0,0,0,,,,,,148,70380,18,0,0,148,148
GCA_003462405.1,Scaffold,QTYY00000000,SAMN09736918,TF08-4,Ruminococcus sp. TF08-4,2293238,100x,Illumina Hiseq,3198380,19,0,0,49,193925,6,123150,57635,68,171993,7,328,0,49,49
GCA_003462385.1,Scaffold,QTYX00000000,SAMN09736934,TF10-12AC,Ruminococcus sp. TF10-12AC,2293239,100x,Illumina Hiseq,3212017,8,0,0,32,170110,7,110847,94357,40,145223,8,80,0,32,32
GCA_003435435.1,Scaffold,QUSO00000000,SAMN09736941,TF10-6,Ruminococcus sp. TF10-6,2293240,100x,Illumina Hiseq,3207690,13,0,0,34,216987,7,119522,94425,47,153525,7,130,0,34,34
GCA_003481045.1,Scaffold,QUKI00000000,SAMN09736948,TF11-2AC,Ruminococcus sp. TF11-2AC,2293241,100x,Illumina Hiseq,3970061,44,0,0,121,96921,12,50009,22109,165,84066,14,814,0,121,121
GCA_003462345.1,Scaffold,QTYV00000000,SAMN09736956,TF12-19AC,Ruminococcus sp. TF12-19AC,2293242,100x,Illumina Hiseq,2129554,8,0,0,15,414132,3,207853,85069,23,344596,3,173,0,15,15
GCA_003462325.1,Scaffold,QTYU00000000,SAMN09736957,TF12-2,Ruminococcus sp. TF12-2,2293243,100x,Illumina Hiseq,3135953,31,0,0,62,213992,6,89485,34658,93,181126,7,310,0,62,62
GCA_003480885.1,Scaffold,QUKB00000000,SAMN09737019,TM09-4,Ruminococcus sp. TM09-4,2293244,100x,Illumina Hiseq,4161391,46,0,0,126,91204,14,48358,20643,172,84708,16,736,0,126,126
GCA_003436215.1,Scaffold,QSNZ00000000,SAMN09737031,TM10-9AT,Ruminococcus sp. TM10-9AT,2292377,100x,Illumina Hiseq,3930959,26,0,0,75,111393,11,71038,27446,101,110964,12,700,0,75,75
GCA_003434665.1,Scaffold,QVLW00000000,SAMN09734813,AM14-42,Sellimonas intestinalis,1653434,100x,Illumina Hiseq,3147695,7,0,0,35,384106,4,155435,53436,42,293090,4,97,0,35,35
GCA_003435175.1,Scaffold,QVLX00000000,SAMN09734663,AF37-2AT,Sellimonas intestinalis,1653434,100x,Illumina Hiseq,3262745,23,0,0,36,448043,3,197656,85038,59,252674,4,261,0,36,36
GCA_003435155.1,Scaffold,QVLY00000000,SAMN09734655,AF37-1,Sellimonas intestinalis,1653434,100x,Illumina Hiseq,3270028,9,0,0,34,447402,3,199752,85023,43,383941,4,90,0,34,34
GCA_003435335.1,Scaffold,QVMD00000000,SAMN09736505,AM38-2BH,Sellimonas intestinalis,1653434,100x,Illumina Hiseq,3234776,7,0,0,27,415655,4,197687,80963,34,410750,4,110,0,27,27
GCA_003435315.1,Scaffold,QVMC00000000,SAMN09734193,AF07-16,Sellimonas intestinalis,1653434,100x,Illumina Hiseq,3206689,3,0,0,27,391428,4,155436,85011,30,369744,4,51,0,27,27
GCA_003435295.1,Scaffold,QVMB00000000,SAMN09734275,AF14-9AC,Sellimonas intestinalis,1653434,100x,Illumina Hiseq,3301306,4,0,0,36,397423,4,199705,71885,40,394141,4,40,0,36,36
GCA_003459805.1,Scaffold,QRWX00000000,SAMN09734367,AF18-46,Solobacterium moorei,102148,100x,Illumina Hiseq,1989891,1,0,0,7,634120,2,358514,151033,8,579033,2,10,0,7,7
GCA_003438095.1,Scaffold,QSTD00000000,SAMN09736853,OM08-17AT,Staphylococcus warneri,1292,100x,Illumina Hiseq,2673248,8,0,0,28,318728,2,156701,57499,36,208743,2,197,0,28,28
GCA_003436905.1,Scaffold,QSQZ00000000,SAMN09736928,TF09-3AT,Streptococcus anginosus,1328,100x,Illumina Hiseq,1982541,10,0,0,37,153679,3,76075,28700,47,117838,4,121,0,37,37
GCA_003439105.1,Scaffold,QSUT00000000,SAMN09736789,OM04-6BH,Streptococcus anginosus,1328,100x,Illumina Hiseq,1893088,5,0,0,18,255088,2,224831,118785,23,255088,2,50,0,18,18
GCA_003460205.1,Scaffold,QRWZ00000000,SAMN09734365,AF18-38,Streptococcus anginosus,1328,100x,Illumina Hiseq,2180686,14,0,0,47,121164,5,50411,34028,61,105427,6,181,0,47,47
GCA_003463665.1,Scaffold,QSDO00000000,SAMN09736650,AM58-6,Streptococcus anginosus,1328,100x,IonProton,2317627,1,0,0,104,55065,12,24839,12549,105,52887,13,967,0,104,104
GCA_003469625.1,Contig,QSKT00000000,SAMN09736348,AM27-1LB,Streptococcus anginosus,1328,100x,IonProton,1855820,0,0,0,,,,,,108,37597,17,0,0,108,108
GCA_003433685.1,Scaffold,QVHT00000000,SAMN09736296,AM24-4,Streptococcus gallolyticus,315405,100x,Illumina Hiseq,2159822,2,0,0,20,499467,2,159981,67646,22,499467,2,20,0,20,20
GCA_003434265.1,Scaffold,QVHX00000000,SAMN09737007,TM07-4AT,Streptococcus gallolyticus,315405,100x,Illumina Hiseq,2155233,10,0,0,34,174502,5,56663,49014,44,97729,6,138,0,34,34
GCA_003469915.1,Scaffold,QSKN00000000,SAMN09736360,AM27-4,Streptococcus gordonii,1302,100x,Illumina Hiseq,2231694,3,0,0,11,425046,3,399935,269854,14,398469,3,188,0,11,11
GCA_003470165.1,Scaffold,QSLI00000000,SAMN09736322,AM25-7,Streptococcus lutetiensis,150055,100x,Illumina Hiseq,1887340,13,0,0,39,122466,6,52172,22168,52,115538,6,134,0,39,39
GCA_003468285.1,Scaffold,QSHE00000000,SAMN09736502,AM38-16,Streptococcus lutetiensis,150055,100x,IonProton,1835592,1,0,0,53,90333,8,36834,20379,54,90333,8,129,0,53,53
GCA_003466855.1,Scaffold,QSFF00000000,SAMN09736576,AM44-1,Streptococcus mutans,1309,100x,Illumina Hiseq,2020615,2,0,0,12,366385,2,270120,122183,14,352813,3,20,0,12,12
GCA_003475645.1,Scaffold,QRQU00000000,SAMN09734566,AF30-12BH,Streptococcus parasanguinis,1318,100x,Illumina Hiseq,2066544,8,0,0,11,284477,2,226608,96391,19,278399,2,311,0,11,11
GCA_003474485.1,Contig,QRNU00000000,SAMN09734699,AF42-15,Streptococcus parasanguinis,1318,100x,IonProton,2036667,0,0,0,,,,,,41,102498,8,0,0,41,41
GCA_003470855.1,Scaffold,QRHK00000000,SAMN09736300,AM25-15,Streptococcus parasanguinis,1318,100x,Illumina Hiseq,2083002,2,0,0,4,1588626,1,1588626,119076,6,1587612,1,20,0,4,4
GCA_003469565.1,Contig,QSKM00000000,SAMN09736362,AM27-45,Streptococcus parasanguinis,1318,100x,IonProton,2059623,0,0,0,,,,,,40,109634,6,0,0,40,40
GCA_003468585.1,Scaffold,QSIO00000000,SAMN09736454,AM33-3BH,Streptococcus parasanguinis,1318,100x,Illumina Hiseq,2163223,8,0,0,13,394044,2,320886,119623,21,388010,2,253,0,13,13
GCA_003437975.1,Contig,QSST00000000,SAMN09736870,TF04-5-2,Streptococcus parasanguinis,1318,100x,IonProton,2029175,0,0,0,,,,,,85,55576,12,0,0,85,85
GCA_003434095.1,Scaffold,QVEY00000000,SAMN09734236,AF13-35,Streptococcus pasteurianus,197614,100x,Illumina Hiseq,2288394,22,0,0,54,120758,7,36844,20692,76,98886,8,510,0,54,54
GCA_003433675.1,Scaffold,QVEM00000000,SAMN09734891,AM21-19,Streptococcus pasteurianus,197614,100x,Illumina Hiseq,2217913,8,0,0,38,143564,7,63774,31449,46,127318,7,80,0,38,38
GCA_003465885.1,Scaffold,QSAU00000000,SAMN09734201,AF10-23,Streptococcus salivarius,1304,100x,Illumina Hiseq,2127908,21,0,0,52,126938,6,53597,29531,73,103691,6,253,0,52,52
GCA_003465325.1,Scaffold,QRZT00000000,SAMN09734241,AF13-49B,Streptococcus salivarius,1304,100x,IonProton,2313188,1,0,0,56,115873,8,63408,39192,57,115873,8,132,0,56,56
GCA_003457695.1,Scaffold,QRSW00000000,SAMN09734554,AF29-16,Streptococcus salivarius,1304,100x,Illumina Hiseq,2344452,29,0,0,56,106636,7,66591,31455,85,106636,8,527,0,56,56
GCA_003458505.1,Scaffold,QRUM00000000,SAMN09734477,AF24-6AC,Streptococcus salivarius,1304,100x,Illumina Hiseq,2232352,8,0,0,31,181315,4,89143,43617,39,177014,5,278,0,31,31
GCA_003458645.1,Scaffold,QRVC00000000,SAMN09734456,AF23-9AC,Streptococcus salivarius,1304,100x,Illumina Hiseq,2128339,12,0,0,51,141956,5,54784,21083,63,114519,6,120,0,51,51
GCA_003603595.1,Scaffold,QTNK00000000,SAMN09736372,AM28-20,Streptococcus sp. AM28-20,2293246,100x,Illumina Hiseq,2032489,1,0,0,6,614179,2,614179,113442,7,614179,2,10,0,6,6
GCA_003603405.1,Scaffold,QTND00000000,SAMN09736564,AM43-2AT,Streptococcus sp. AM43-2AT,2293247,100x,Illumina Hiseq,2064963,4,0,0,11,501533,2,241088,216764,15,501533,2,69,0,11,11
GCA_003438245.1,Scaffold,QSTR00000000,SAMN09736829,OM06-9,Streptococcus sp. I-P16,1156433,100x,Illumina Hiseq,1965871,8,0,0,8,1407039,1,154310,122995,16,608790,2,80,0,8,8
GCA_003438185.1,Scaffold,QSTK00000000,SAMN09736843,OM08-1,Streptococcus vestibularis,1343,100x,Illumina Hiseq,1898011,16,0,0,52,80370,9,35343,19320,68,59112,10,447,0,52,52
GCA_003603335.1,Scaffold,QVGX00000000,SAMN09734262,AF14-43,Subdoligranulum sp. AF14-43,2302959,100x,Illumina Hiseq,4150144,34,0,0,115,90464,15,38696,22363,149,77824,17,1090,0,115,115
GCA_003434475.1,Scaffold,QVGL00000000,SAMN09734841,AM16-9,Subdoligranulum sp. AM16-9,2302960,100x,Illumina Hiseq,4053912,63,0,0,141,79493,14,32532,15649,204,53700,20,1307,0,141,141
GCA_003434585.1,Scaffold,QVGK00000000,SAMN09736285,AM23-21AC,Subdoligranulum sp. AM23-21AC,2302961,100x,Illumina Hiseq,4346557,52,0,0,109,128032,9,67517,26653,161,88051,13,1135,0,109,109
GCA_003604025.1,Scaffold,QVGP00000000,SAMN09736666,OF01-18,Subdoligranulum sp. OF01-18,2302962,100x,Illumina Hiseq,4132080,61,0,0,120,103949,11,39721,17362,181,59264,21,1618,0,120,120
GCA_003603875.1,Scaffold,QVHL00000000,SAMN09736877,TF05-17AC,Subdoligranulum sp. TF05-17AC,2302963,100x,Illumina Hiseq,3962601,41,0,0,94,129393,8,68299,26777,135,96591,12,779,0,94,94
GCA_003464235.1,Scaffold,QRYK00000000,SAMN09734292,AF15-44LB,Sutterella sp. AF15-44LB,2292253,100x,Illumina Hiseq,2412336,9,0,0,76,91300,11,40949,18152,85,89158,12,284,0,76,76
GCA_003465185.1,Scaffold,QRYJ00000000,SAMN09734293,AF15-45LB,Sutterella sp. AF15-45LB,2292254,100x,Illumina Hiseq,2416858,11,0,0,78,91312,11,40961,17188,89,76602,12,196,0,78,78
